Name,PtolLon,PtolLat,HIP
22,241.16666666666666,-13.25,87261
23,235.5,-6.166666666666667,85423
24,239.5,-4.166666666666667,87072
1,244.5,-6.5,88635
2,247.66666666666666,-6.5,89931
3,248.0,-10.833333333333334,90185
4,249.0,-1.5,90496
5,246.66666666666666,2.8333333333333335,89341
6,255.33333333333334,-3.1666666666666665,92855
7,253.0,-3.5,92041
8,255.16666666666666,0.75,92761
9,255.66666666666666,2.1666666666666665,93085
10,257.6666666666667,1.5,93683
11,259.1666666666667,2.0,94141
12,261.3333333333333,2.8333333333333335,94820
13,262.3333333333333,4.5,95168
14,262.8333333333333,6.5,95176
15,265.6666666666667,5.5,96808
16,269.5,5.833333333333333,97063
17,267.6666666666667,2.0,97290
18,262.6666666666667,-1.8333333333333335,95477
19,264.8333333333333,-2.8333333333333335,96465
20,260.0,-2.5,94643
21,257.6666666666667,-4.5,93864
22,256.3333333333333,-6.75,93506
23,257.6666666666667,-23.0,95241
24,257.0,-18.0,95347
25,246.66666666666666,-13.0,89642
26,267.3333333333333,-13.5,98412
27,266.8333333333333,-20.166666666666668,98032
28,267.6666666666667,-4.833333333333333,98066
29,268.8333333333333,-4.833333333333333,98353
30,268.8333333333333,-5.833333333333333,98162
31,269.6666666666667,-6.5,98688
1,277.3333333333333,7.333333333333333,100064
2,277.6666666666667,6.666666666666667,100310
3,277.3333333333333,5.0,100345
4,275.0,8.0,99572
5,279.0,0.75,101123
6,278.6666666666667,1.75,100881
7,278.8333333333333,1.5,101027
8,276.1666666666667,0.6666666666666666,100195
9,281.6666666666667,3.8333333333333335,101923
10,281.8333333333333,0.8333333333333334,101984
11,281.6666666666667,-8.666666666666666,102978
12,280.8333333333333,-6.5,102485
13,286.6666666666667,-7.666666666666667,104234
14,290.1666666666667,-6.833333333333333,105881
15,290.3333333333333,-6.0,106039
16,288.5,-4.25,104963
17,286.6666666666667,-4.0,104365
18,286.6666666666667,-2.8333333333333335,104019
19,286.6666666666667,0.0,104139
20,291.0,-0.8333333333333334,105515
21,293.3333333333333,-4.75,106723
22,295.0,-4.5,107188
23,294.8333333333333,-2.1666666666666665,106985
24,296.3333333333333,-2.0,107556
25,296.8333333333333,0.3333333333333333,107095
26,298.6666666666667,0.0,108036
27,297.6666666666667,2.8333333333333335,107517
28,298.6666666666667,4.333333333333333,107382
1,300.3333333333333,15.75,106944
2,306.3333333333333,11.0,109074
3,305.1666666666667,9.666666666666666,108874
4,296.5,8.833333333333334,106278
5,297.3333333333333,6.25,106786
6,287.6666666666667,5.5,104459
7,286.1666666666667,8.0,103045
8,284.6666666666667,8.666666666666666,102618
9,309.5,8.75,110395
10,311.6666666666667,10.75,110672
11,312.0,9.0,110960
12,313.3333333333333,8.5,111497
13,306.1666666666667,3.0,110003
14,307.0,3.1666666666666665,110273
15,308.6666666666667,-0.8333333333333334,111123
16,301.6666666666667,-1.6666666666666665,109139
17,303.1666666666667,0.25,109472
18,311.6666666666667,-7.5,113136
19,311.3333333333333,-5.0,112716
20,304.6666666666667,-5.666666666666667,110778
21,308.3333333333333,-10.0,112529
22,307.8333333333333,-9.0,112211
23,315.0,2.0,111710
24,314.8333333333333,0.16666666666666666,112961
25,317.6666666666667,-1.1666666666666667,113996
26,320.0,-0.5,114724
27,320.5,-1.6666666666666665,114939
28,319.0,-3.5,114855
29,319.8333333333333,-4.166666666666667,115033
30,320.8333333333333,-8.25,116591
31,322.6666666666667,-11.0,116758
32,323.1666666666667,-10.833333333333334,116971
33,321.6666666666667,-14.0,116901
34,322.1666666666667,-14.75,117089
35,323.1666666666667,-15.666666666666666,117629
36,317.0,-14.166666666666666,115438
37,318.3333333333333,-15.75,116247
38,317.5,-15.0,115669
39,311.8333333333333,-14.75,114119
40,312.3333333333333,-15.333333333333334,114375
41,313.1666666666667,-14.0,114341
42,307.0,-20.333333333333332,113368
43,326.6666666666667,-15.5,301
44,329.6666666666667,-14.666666666666666,910
45,329.0,-18.25,1170
1,321.6666666666667,9.25,113889
2,324.1666666666667,7.5,114971
3,326.0,9.333333333333334,115227
4,328.1666666666667,9.5,115830
5,330.6666666666667,7.5,116771
6,326.0,4.5,115738
7,329.6666666666667,3.5,116928
8,336.0,6.333333333333333,118268
9,341.0,5.75,1645
10,343.0,3.75,2548
11,347.1666666666667,2.25,3786
12,350.5,1.1666666666666667,4906
13,353.0,-0.16666666666666666,5737
14,352.3333333333333,-2.0,5346
15,353.0,-5.0,6061
16,356.5,-2.3333333333333335,7007
17,358.6666666666667,-4.666666666666667,7884
18,0.6666666666666666,-7.75,8833
19,2.5,-8.5,9487
20,0.5,-1.6666666666666665,8198
21,0.16666666666666666,1.8333333333333335,7535
22,0.6666666666666666,5.333333333333333,7097
23,0.5,9.0,6706
24,2.0,21.75,5544
25,1.6666666666666665,21.666666666666668,5586
26,358.6666666666667,20.0,4510
27,357.6666666666667,19.833333333333332,4366
28,357.0,20.333333333333332,3885
29,355.6666666666667,14.333333333333334,5131
30,356.3333333333333,13.25,5310
31,357.6666666666667,12.0,5571
32,2.1666666666666665,17.0,6193
33,359.8333333333333,15.333333333333334,5742
34,0.0,11.75,6492
35,331.1666666666667,-2.6666666666666665,118209
36,332.25,-2.5,145
37,330.6666666666667,-5.5,154
38,332.3333333333333,-5.5,443
1,17.666666666666668,-7.75,13954
2,17.666666666666668,-12.333333333333334,14135
3,12.666666666666666,-11.5,12706
4,10.5,-14.0,12387
5,10.166666666666666,-8.166666666666666,12093
6,12.666666666666666,-6.333333333333333,11484
7,7.666666666666667,-4.166666666666667,10324
8,3.0,-24.5,11345
9,3.3333333333333335,-28.0,11783
10,6.666666666666667,-25.166666666666668,12390
11,7.0,-27.5,12770
12,352.0,-25.333333333333332,8102
13,353.0,-30.833333333333332,9347
14,355.0,-20.0,8645
15,349.6666666666667,-15.666666666666666,6537
16,345.0,-15.666666666666666,5364
17,341.0,-13.666666666666666,3909
18,340.6666666666667,-14.666666666666666,4371
19,339.3333333333333,-13.0,3455
20,339.0,-14.0,3849
21,334.3333333333333,-9.666666666666666,1562
22,335.6666666666667,-20.333333333333332,3419
1,57.0,-13.5,26207
2,62.0,-17.0,27989
3,54.0,-17.5,25336
4,55.0,-18.0,25813
5,64.33333333333333,-14.5,28614
6,66.33333333333333,-11.833333333333334,29800
7,66.5,-10.0,29426
8,66.0,-9.75,29038
9,67.33333333333333,-8.25,29704
10,66.66666666666667,-8.25,29434
11,61.666666666666664,-3.75,27913
12,64.66666666666667,-4.25,28716
13,57.833333333333336,-19.666666666666668,26594
14,56.333333333333336,-20.0,26126
15,55.333333333333336,-20.166666666666668,25861
16,54.166666666666664,-20.666666666666668,25473
17,50.5,-8.0,24010
18,49.333333333333336,-8.166666666666666,23607
19,48.0,-10.25,22957
20,46.333333333333336,-12.833333333333334,22845
21,45.166666666666664,-14.25,22509
22,44.833333333333336,-15.833333333333334,22449
23,44.833333333333336,-17.166666666666668,22549
24,45.333333333333336,-20.333333333333332,22797
25,46.333333333333336,-21.5,23123
26,55.333333333333336,-24.166666666666668,25930
27,57.333333333333336,-24.833333333333332,26311
28,58.166666666666664,-25.666666666666668,26727
29,53.833333333333336,-25.833333333333332,25281
30,56.5,-28.333333333333332,26237
31,56.666666666666664,-29.166666666666668,26220
32,57.0,-29.833333333333332,26241
33,57.666666666666664,-30.666666666666668,26563
34,56.5,-30.833333333333332,25923
35,49.833333333333336,-31.5,24436
36,51.0,-30.25,24674
37,53.333333333333336,-31.166666666666668,25247
38,60.166666666666664,-33.5,27366
1,48.333333333333336,-31.833333333333332,23972
2,48.5,-28.25,23875
3,48.0,-29.833333333333332,23364
4,44.666666666666664,-28.25,22701
5,43.166666666666664,-25.833333333333332,22109
6,40.166666666666664,-25.333333333333332,21444
7,36.333333333333336,-26.0,20507
8,35.5,-27.0,19849
9,32.833333333333336,-27.833333333333332,19587
10,27.0,-32.833333333333336,18543
